序号,section,题号,单词,音标,释义,Unnamed: 6,Unnamed: 7
1726.0,S48,Q3,euphemism,[ˈjuːfəmɪzəm],委婉语 a mild or pleasant word or phrase that is used instead of one that is unpleasant oroffensive,,
1727.0,S48,Q3,cliché,['kli:ʃei],陈词滥调 a trite phrase or expression,,
1728.0,S48,Q3,metaphor,[ˈmɛtəfɚ],隐喻 a word or phrase for one thing that is used to refer to another thing in order to show orsuggest that they are similar,,
1729.0,S48,Q3,elusive,[ɪˈlusɪv],1. 难以捕捉的 hard to find or capture,,
,,,,,"2. 难以理解的 hard to understand, define, or remember",,
1730.0,S48,Q3,trope,[troʊp],比喻 a word or expression used in a figurative sense,,
1731.0,S48,Q4,exhaustive,[ɪgˈzɔstɪv],详尽的，全面的 including all possibilities :  very thorough and complete,,
1732.0,S48,Q4,glib,[ɡlɪb],口齿伶俐的，油嘴滑舌的 marked by ease and fluency in speaking or writing often to thepoint of being insincere or deceiful,,
1733.0,S48,Q4,selective,[sɪ'lɛktɪv],careful to choose only the best people of thing,,
1734.0,S48,Q4,vivacity,[vɪˈvæsəti],活力 the quality or state of being vivacious,,
1735.0,S48,Q4,veracity,[vəˈræsəti],诚实 truth or accuracy,,
1736.0,S48,Q5,magnitude,[ˈmæɡnɪtud],1,"(尺寸、规模、重要性等) 大的程度 the size, extent, or importance of something",
,,,,,"2. 重要级 the importance, quality, or caliber of something",,
1737.0,S48,Q5,falsity,[ˈfɔːlsəti],虚假; 不真实 the state of being false or untrue,,
1738.0,S48,Q5,decouple,[di'kʌpl],(联系／关系)分离 to eliminate the interrelationship of: separate,,
1739.0,S48,Q5,arbitrary,[ˈɑrbətrɛri],任意的；武断的 not planned or chosen for a particular reason : not based on reason orevidence,,
1740.0,S48,Q5,underestimate,[ʌndɚˈɛstəmet],"低估 to estimate something as being less than the actural size, quantity, or number",,
1741.0,S48,Q5,inversion,[ɪnˈvɜːrʃn],"颠倒 a reversal of position, order, form, or relationship",,
1742.0,S48,Q6,quell,[kwɛl],1.  镇压 to end or stop something usually by using force,,
,,,,,"2. 平息 to calm or reduce something, such as fear or worry",,
1743.0,S48,Q6,presage,[ˈprɛsɪdʒ],"预示 to give an omen or warnign of : foreshadow, foretell, predict",,
1744.0,S48,Q6,mitigate,[ˈmɪtɪɡeɪt],"缓和,减轻 to make something less evere, harmful, or painful : alleviate",,
1745.0,S48,Q6,elucidate,[iˈluːsɪdeɪt],说明，阐明 to make something that is hard to understand clear or easy to understand,,
1746.0,S48,Q6,pertain,[pɝˈten],与…相关 to relate to someone or something,,
1747.0,S48,Q6,diminish,[dɪˈmɪnɪʃ],"使减少; 变少 to become or to cause something to become less in size, importance,etc.",,
1748.0,S48,Q7,multifarious,[ˌmʌltɪˈferiəs],多种多样的 having or occurring in great variety : diverse,,
1749.0,S48,Q7,onerous,[ˈɑnərəs],繁重的; 费力的 difficult and unpleasant to do or deal with,,
1750.0,S48,Q7,circumscribe,[ˈsɜːrkəmskraɪb],限制 to limit the size or amount of something,,
1751.0,S48,Q7,taxing,[ˈtæksɪŋ],"费力的；繁重的 onerous, wearing",,
1752.0,S48,Q8,concession,[kənˈsɛʃən],让步 the act or an instance of conceding,,
1753.0,S48,Q8,accession （to）,[ækˈseʃn],1. 同意  the act of agreeing to a demand formal,,
,,,,,2. 就职，登基 the act or process by which someone rises to a powerful and important,,
,,,,,1. 复杂难懂的 difficult to understand3. 增加 something added : acquisition,,
1754.0,S48,Q8,subversion,[səbˈvɜːʃn],颠覆 the act of subverting,,
1755.0,S48,Q8,abnegation,[ˌæbnɪˈɡeʃən],拒绝 denial,,
1756.0,S48,Q8,repudiation,[rɪˌpjuːdiˈeɪʃn],拒绝，驳斥 the act of repudiating,,
1757.0,S48,Q8,acquiescence(to),[ˌækwiˈesns],"默许 ,(勉强)同意  Acquiescence is agreement to do what someone wants, or acceptance ofwhat they do even though you do not agree with it 【上海云端教育·专注 GRE：添加微信",,
,,,,,YunMengZe1020 获取机经】,,
1758.0,S48,Q9,spew,[spju],喷出 to flow out of something in a fast and forceful way,,
1759.0,S48,Q9,quiescence,[kwiˈesns],静止 marked by inactive : tranquilly at rest,,
1760.0,S48,Q9,turbulence,[ˈtɝbjələns],动荡，骚乱 a state of confusion，violence，or disorder,,
1761.0,S48,Q10,castigate,[ˈkæstɪɡeɪt],谴责 to criticize someone harshly,,
1762.0,S48,Q10,chastise,[tʃæˈstaɪz],训斥; 责罚  to criticize someone harshly for doing something wrong,,
1763.0,S48,Q10,endorse,[ɪnˈdɔrs],1. 刺激; 激励 stimulatesomething,,
1764.0,S49,Q1,synapse,[ˈsaɪnæps],1. (常指不情愿地) 承认 to admit something usually in an unwilling waypasses from one nerve cell to another.,,
1765.0,S49,Q1,tenuous,[ˈtenjuəs],"1. 脆弱的 not certain, definite, or strong : flimsy, weak, or uncertain",,
,,,,,2. 稀薄的 very thin,,
1766.0,S49,Q1,stimulate,[ˈstɪmjəˈlet],"鼓励; 刺激 to excite to activity or growth or to greater activity : animate, arouse",,
1767.0,S49,Q1,sever,[ˈsɛvɚ],1. 切断; 切掉 to cut off something : to remove or separate something by cutting,,
,,,,,"2.  断绝 (关系、联系) to end (a relationship, connection, etc.) completely",,
1768.0,S49,Q2,ballyhoo,[ˈbælihuː],"大肆宣扬; 大肆吹嘘 if you say that something is ballyhooed, you mean that there is a lot ofexcitement about it and people are claiming that it is very good. You use this word",,
,,,,,especially when you think the thing is not as exciting or good as people say.,,
1769.0,S49,Q2,quip,[kwɪp],俏皮话; 妙语 A quip is a remark that is intended be amusing or clever： droll,,
1770.0,S49,Q2,pensiveness,['pensivnis],1. 沉思 musingly or dreamily thoughtful,,
,,,,,2. 忧郁，悲哀 suggestive of sad thoughtfulness,,
1771.0,S49,Q2,drollness,['drəulnis],幽默，诙谐 having an odd and amusing quality,,
1772.0,S49,Q2,stoicism,[ˈstoʊɪsɪzəm],坚忍克己; 坦然淡定 indifference to pleasure or pain : impassiveness,,
1773.0,S49,Q2,fastidiousness,[fæˈstɪdiəsnəs],1. 一丝不苟的 very careful about how you do something,,
,,,,,2. 难以取悦的 hard to please,,
1774.0,S49,Q2,congeniality,[kəndʒiːnɪˈælɪtɪ],"1. 意气相投 having the same nature, disposition, or tastes : kindred",,
,,,,,"1. 神秘的，离奇的 strange or unusual in a way that is surprising or difficult to understand3. 友好 sociable, genial",,
1775.0,S49,Q3,competing,[kəm'pitɪŋ],"1. (想法、要求或利益)相互矛盾的; 相互抵触的 competing stories, ideas etc cannot all be rightor accepted",,
,,,,,1. 新兴的 newly formed or prominentare trying to be more successful than each other,,
1776.0,S49,Q3,tout,[taʊt],1.赞扬；吹捧 to praise something or someone in order to persuade people that they areimportant or worth a lot,,
,,,,,2.兜售，推销（商品或服务）to try to persuade people to buy your goods or services,,
1777.0,S49,Q3,tenuous,[ˈtenjuəs],"1. 脆弱的 not certain, definite, or strong : flimsy, weak, or uncertain",,
,,,,,2. 稀薄的 very thin,,
1778.0,S49,Q4,reclusive,[rɪˈklʊsɪv],隐居的 marked by withdrawal from society : solitary,,
1779.0,S49,Q4,melancholy,[ˈmɛlənkɑli],忧郁 a sad mood or feeling,,
1780.0,S49,Q4,hamper,[ˈhæmpɚ],妨碍 to restrict the movement of by bonds or obstacles : impede,,
1781.0,S49,Q4,trigger,[ˈtrɪɡɚ],引起 to cause something to start or happen,,
1782.0,S49,Q5,straightforward,[ˌstretˈfɔrwɚd],1. 容易的; 易懂的 easy to do or understand : not complicated,,
,,,,,"2. 坦率的，直接的 free from evasiveness or obscurity : exact, candid",,
1783.0,S49,Q5,routine,[rʊˈtin],1. 普通的，平淡的 of a commonplace or repetitious character : ordinary,,
,,,,,"2. 常规的 done or happening as a normal part of a job, situation, or process",,
1784.0,S49,Q5,deceptive,[dɪˈsɛptɪv],欺骗的  tending or having power to deceive : misleading,,
1785.0,S49,Q6,intercept,[ˌɪntərˈsept],"拦截 to stop, seize, or interrupt in progress or course or before arrival",,
1786.0,S49,Q6,suffocate,[ˈsʌfəkeɪt],1. 窒息 to die because you are unable to breathe,,
,,,,,2. 受阻，受扼制 to impede or stop the development of,,
1787.0,S49,Q6,monitor,[ˈmɔnɪtɚ],1. 镇压 to end or stop something by forceperiod of time,,
1788.0,S49,Q7,conducive,[kənˈdusɪv],有益的；有助于…的 tending to promote or assist,,
1789.0,S49,Q7,devastate,[ˈdɛvəstet],严重破坏; 彻底摧毁 to destroy much or most of something,,
1790.0,S49,Q7,deleterious,[ˌdeləˈtɪriəs],有害的 damaging or harmful,,
1791.0,S49,Q8,impartial,[ɪmˈpɑrʃəl],公平公正的 treating all people and groups equally : not partial or biased,,
1792.0,S49,Q8,expedite,[ˈekspədaɪt],加速 to casuse something to happen faster : speed up,,
1793.0,S49,Q8,facilitate,[fəˈsɪləˈtet],促进 to make easier,,
1794.0,S49,Q8,deter,[dɪˈtɝ],阻止 to prevent somethinig from happening,,
1795.0,S49,Q8,exacerbate,[ɪɡˈzæsərbeɪt],"恶化 to make a bad situation, a problem, etc. worse",,
1796.0,S49,Q8,lament,[ləˈmɛnt],"哀悼，悲叹 to express sorrow, regret, or unhappiness about something",,
1797.0,S49,Q9,guild,[ɡɪld],"无效果的, 徒劳的; of little or no use; vain; fruitless : inefective , futile",,
1798.0,S49,Q9,bootless,['buːtlɪs],行会；同业公会；协会 an organization of people who do the same job or have the sameinterests,,
1799.0,S49,Q9,meticulous,[məˈtɪkjələs],小心谨慎的 very careful about doing something in an extremely accurate and exact way,,
1800.0,S49,Q9,detract,[dɪˈtrækt],"减损（价值、名誉等），毁损(-from) to disminish the important, value, or effectiveness of sth.",,
1801.0,S49,Q9,indifferent,[ɪnˈdɪfrənt],1. 没兴趣的，冷淡的 marked by a lack of enthusiasm : apathetic,,
,,,,,2. 公正的 marked by impartiality : unbiased,,
1802.0,S49,Q9,ubiquitous,[juːˈbɪkwɪtəs],无处不在的 seeming to be seen everywhere,,
1803.0,S49,Q9,deprecatory,[ˌdeprəˈkeɪtəri],表示反对的，轻视的，贬低的 expressing disapproval；tending to diminish or disparage：detracting，contemptuous,,
1804.0,S49,Q10,assert,[əˈsɝt],主张；声称 to state something in a strong and definite way,,
1805.0,S49,Q10,concede,[kənˈsid],1. (常指不情愿地) 承认 to admit something usually in an unwilling way,,
,,,,,2. 承认 (失败) to admit that you have been defeated and stop trying to win,,
1806.0,S49,Q10,ponder,[ˈpɑndɚ],仔细思考 to think about or consider something carefully,,
1807.0,S50,Q1,baffle,[ˈbæfl],使…困惑 to confuse someone completely,,
1808.0,S50,Q1,synergy,[ˈsɪnərdʒi],协同作用 the increased effectiveness that results when two or more people or businesseswork together,,
1809.0,S50,Q1,naivety,[naɪˈiːvəti],天真烂漫  naivete,,
1810.0,S50,Q1,premise,[ˈpremɪs],1. 复杂难懂的 difficult to understandargument,,
1811.0,S50,Q1,credibility,[ˌkrɛdəˈbɪləti],"可信性 the quality of being believed or accepted as true, real, or honest",,
1812.0,S50,Q2,impotency,[ˈɪmpətənsɪ],无力；衰弱 impotence,,
1813.0,S50,Q2,paralyze,[ˈpærəˌlaɪz],"使不起作用 to make someone or something unable to function, act, or move",,
1814.0,S50,Q2,demoralize,[dɪˈmɔːrəlaɪz],"使泄气 to cause someone to lose hope, courage, or confidence",,
1815.0,S50,Q2,assuage,[əˈswedʒ],"1. 缓解; 减轻 to make less painful, severe : ease",,
,,,,,"2. 使满足 to put an end to by satisfying : appease, quench",,
1816.0,S50,Q2,galvanize,[ˈɡælvənaɪz],"刺激 to cause people to become so excited or concerned about an issue, idea, etc., thatthey want to do something about it",,
1817.0,S50,Q2,exasperate,[ɪɡˈzæspəreɪt],激怒 to make someone very angry or annoyed,,
1818.0,S50,Q3,uncanny,[ʌnˈkæni],1. 神秘的，离奇的 strange or unusual in a way that is surprising or difficult to understand,,
,,,,,"2. 超自然的 seeming to have a supernatural character or origin : eerie, mysterious",,
1819.0,S50,Q3,supersede,[ˌsupɚˈsid],代替 to replace someone or something,,
1820.0,S50,Q3,irrelevant,[ɪˈrɛləvənt],不重要的 not important or relating to what is being discussed right now,,
1821.0,S50,Q3,emergent,[iˈmɜːrdʒənt],1. 新兴的 newly formed or prominent,,
,,,,,2. 紧急的 calling for prompt action : urgent,,
1822.0,S50,Q3,discredited,[dɪskˈredɪtɪd],1. 使…不可信 to refuse to accept as true or accurate : disbelieve,,
,,,,,1. 复杂难懂的 difficult to understand未经作者允许，禁止任何个人或机构把本词表用于商业目的,,
,第 134 页,版权所有，违者必究,,,nan,,
1823.0,S50,Q4,implication,[ˈɪmplɪˈkeʃən],"1. 可能的影响 a possible future effect or result of an action, decision, etc.",,
,,,,,1. 产生 to produce or provideor suggested that someone or something is involved in a crime or a dishonest act .,,
,,,,,3. 含意，暗示 a suggestion that is not made directly but that people are expected to,,
,,,,,understand or accept ,,
1824.0,S50,Q4,tantamount,[ˈtæntəˈmaʊnt],"等同于某事或者某坏事  equivalent in value, significance, or effect",,
1825.0,S50,Q4,germane,[dʒɝˈmen],有密切关系的 relating to a subject in an appropriate way,,
1826.0,S50,Q5,straightforward,[ˌstretˈfɔrwɚd],1. 易懂的 easy to do or understand : not complicated,,
,,,,"2. 坦率的 free from evasiveness or obscurity : exact, candid","2. 坦率的 free from evasiveness or obscurity : exact, candid",,
1827.0,S50,Q5,self-aggrandizing,"[sɛlf][əˈɡrænˌdaɪz, ˈæɡrən-]",exhibiting self-importance ： boastful （霍叔叔提示：此题 如果想当然把这个词当成自我增加，,,
,,,,扩大，强化很容易做就错了，好好查查 aggrandize 的英文解释吧！）,扩大，强化很容易做就错了，好好查查 aggrandize 的英文解释吧！）,,
1828.0,S50,Q5,chaotic,[keˈɑtɪk],混乱的 a state of complete disorder and confusion,,
1829.0,S50,Q6,fault,[fɔlt],批评，指责 to criticize sb or sth for a mistake,,
1830.0,S50,Q6,at a premium,[æt; ət] [e] [ˈprimɪəm],非常珍贵;短缺,,
1831.0,S50,Q6,aversion,[əˈvɝʒn],厌恶 a strong feeling of not liking something,,
1832.0,S50,Q7,fatigue,[fəˈtig],疲劳 the state of being very tired,,
1833.0,S50,Q7,undisciplined,[ˌʌnˈdɪsəplɪnd],"不守纪律的 If you describe someone as undisciplined, you mean that they behave badly or",,
,,,,in a disorganized way.,in a disorganized way.,,
1834.0,S50,Q8,naturalism,[ˈnætʃrəlɪzəm],自然主义; 写实主义 a style of art or literature that shows people and things as they actually,,
,,,,are,are,,
1835.0,S50,Q8,impartiality,[ˌɪmˌpɑːʃiˈæləti],公平公正 treating all people and groups equally : not partial or biased,,
1836.0,S50,Q8,sincerity,[sɪnˈsɪərəti],真诚  honesty of mind : freedom from hypocrisy,,
1837.0,S50,Q9,hamstring,[ˈhæmstrɪŋ],削弱/破坏…的效能(或作用) to damage or ruin the force or effectiveness of sth or sb,,
1838.0,S50,Q9,revitalize,[ˌriːˈvaɪtəlaɪz],"使…复兴；使…恢复生气 to make someone or something active, healthy, or energectic again",,
1839.0,S50,Q9,impair,[ɪmˈpɛr],损害；削弱 to make something weaker or worse,,
1840.0,S50,Q9,invigorate,[ɪnˈvɪɡəret],1. 刺激; 激励 stimulate,,
,,,,,2.  鼓舞；使精力充沛 to give life and energe to someone : animate,,
1841.0,S50,Q10,audacious,[ɔˈdeʃəs],大胆的，鲁莽的 very confident and daring,,
1842.0,S50,Q10,evasive,[ɪˈvesɪv],"1. 避而(不谈的),回避的,故意含糊其词的",: deliberately vague or ambiguous,
,,,,,"2. 躲避的 done to avoid harm, an accident,etc.",,
1843.0,S50,Q10,furtive,[ˈfɜːrtɪv],鬼鬼祟祟的，秘密的 done by stealth : surreptitious,,
1844.0,S50,Q10,elusive,[ɪˈlusɪv],1. 难以捕捉的 hard to find or capture,,
,,,,,"2. 难以理解的 hard to understand, define, or remember",,
1845.0,S50,Q10,intrepid,[ɪnˈtrepɪd],勇敢的 feeling no fear : very bold or brave,,
1846.0,S51,Q1,imprudent,[ɪmˈpruːdnt],轻率的，鲁莽的 not wise or sensible : not prudent,,
1847.0,S51,Q1,unimpeachable,[ˌʌnɪmˈpitʃəbl],无可指责的；无可怀疑的 very reliable and trusted : not able to be doubted or questioned,,
1848.0,S51,Q2,flabbergasted,[ˈflæbəˌgɑːst],目瞪口呆的 extremely surprised,,
1849.0,S51,Q2,sycophantic,[ˌsɪkəˈfæntɪk],"阿谀奉承的 of, relating to, or characteristic of a sycophant : fawning, obsequious",,
1850.0,S51,Q2,prosaic,[prəˈzeɪɪk],单调乏味的 dull or ordinary,,
1851.0,S51,Q2,dissident,[ˈdɪsɪdənt],"意见不同的 disagreeing especially with an established religious or political system,organization, or belief",,
1852.0,S51,Q3,infelicity,[ˌɪnfəˈlɪsətɪ],不幸 the state or quality of being unhappy or unfortunate,,
