section,题号,单词,音标,释义
S61,Q5,onset,[ˈɑnsɛt],开始  the beginning of something
S61,Q5,mimic,[ˈmɪmɪk],模仿 imitate
S61,Q7,hostility,[hɑˈstɪləti],"敌意，敌对 an unfriendly or hostile state, attitude, or action"
S61,Q7,antagonistic,[ænˌtæɡəˈnɪstɪk],敌对的 showing dislike or opposition : showing antagonism
S61,Q7,inimical,[ɪˈnɪmɪkl],1. 不利的，有害的 likely to cause damage or have a bad effect
,,,,2. 不友好的，敌意的 not friendly : hostile
S61,Q7,autocratic,[ˌɔtəˈkrætɪk],"专制的；独裁的 of, relating to, or being an autocracy : absolute"
S61,Q7,indifferent,[ɪnˈdɪfrənt],1. 没兴趣的，冷淡的 marked by a lack of enthusiasm : apathetic
,,,,2. 公正的 marked by impartiality : unbiased
S61,Q7,apathetic,[ˌæpəˈθɛtɪk],没兴趣的 having little or interest or concern： indifferent
S61,Q8,cogent,[ˈkodʒənt],(理由、论据或举例)令人信服的 convincing
S61,Q8,precociousness,[prɪ'koʃəsnɪs],早熟 exhibiting mature qualities at an unusually early stage
S61,Q8,nefariousness,[ni'fεəriəsnis],极度邪恶的，极恶毒的 evil or immoral
S61,Q8,naïveté,"[,nɑ:i:v'tei; nɑ:'i:vtei]",天真烂漫 the quality or state of being naive
S61,Q8,ingenuousness,[ɪnˈdʒenjʊəsnɪs],天真，坦白 showing innocent or childlike simlicity and candiness
S61,Q9,acquaintance,[əˈkwentəns],熟人，熟悉 familiarity
S61,Q9,consort,[ˈkɑːnsɔːrt],"1. 交往，结交 unite, associate"
,,,,"2. 使和谐 accord, harmonize"
S61,Q9,kinfolk,[ˈkɪnˌfoʊk],亲属 relatives
S61,Q10,intractability,"[ɪn,træktə'bɪləti]","棘手；难驾驭 not neasily managed, controlled, or solved"
S61,Q10,heterogeneity,[ˌhetərəˈdʒəˈniːəti],[生物] 异质性；[化学] 不均匀性；[化学] 多相性 the quality or state of being heterogeneous
S61,Q10,incompatibility,[ˌɪnkəmˌpætəˈbɪləti],不相容；不协调；不一致 the quality or state of being incompatible
S61,Q10,disparateness,['dispərətnis],迥然不同的 containing or made up of fundamentally different and often incongruous
,,,,elements
S61,Q10,fragility,[frəˈdʒɪləti],脆弱 easily broken or damaged
S62,Q1,grandiosity,[grændəˈɒsɪtɪ],宏伟；夸张 characterized by affection of grandeur or splendor or by absurd exaggeration
S62,Q1,approbation,[ˈæprəˈbeʃən],赞许; 批准; 认可 praise or approval
S62,Q1,vernacular,[vɚˈnækjəlɚ],"方言 of, relating to, or using the language of ordinary speech rather than formal writing"
S62,Q1,embrace,[ɪmˈbres],1. 欣然接受 to accept readily or gladly
,,,,"2. 包括 to take in or include as a part, item, or element of a more inclusive whole"
S62,Q1,eschew,[ɪsˈtʃuː],"避免 to avoid something especially because you do not think it is right, proper, etc."
S62,Q2,jeremiad,[ˌdʒerɪˈmaɪæd],长的哀歌或哀诉 a long mournful lamentation or complaint
S62,Q2,gaffe,[ɡæf],失态；过失 a mistake made in a social situation
S62,Q2,obloquy,[ˈɑːbləkwi],污蔑 harsh or critical statements about someone
S62,Q3,anomaly,[əˈnɑməli],反常的事物 something that is unusual or unexpected
S62,Q3,harbinger,[ˈhɑrbɪndʒɚ],预言 something that shows what is coming : presage
S62,Q3,averse,[əˈvɝs],不喜欢，反感  having an active feeling of repugnance or distaste
S62,Q3,scrutinize,[ˈskrutənaɪz],仔细检查 to examine something carefully especially in a critical way
S62,Q4,intransigent,[ɪnˈtrænzɪdʒənt],不妥协的，不让步的 characterized by refusal to compromise or to abandon an extreme
,,,,position or attitude : uncompromising
S62,Q4,feckless,[ˈfekləs],"软弱的; 无用的  If you describe someone as feckless, you mean that they lack determination"
,,,,"or strength, and are unable to do anything properly. ： weak； ineffective"
S62,Q4,munificent,[mjuːˈnɪfɪsnt],慷慨的 very liberal in giving or bestowing : lavish
S62,Q4,indolent,[ˈɪndələnt],"懒惰的 averse to activity, effort, or movement : habitually lazy"
S62,Q4,taciturn,[ˈtæsɪtɜːrn],沉默寡言的 tending to be quiet : not speaking frequently
S62,Q5,virtuosity,[ˌvɝtʃuˈɑsəti],"精湛技巧 great ability or skill shown by a musician, performer, etc."
S62,Q5,inversion,[ɪnˈvɜːrʃn],"颠倒 a reversal of position, order, form, or relationship"
S62,Q6,de-emphasize,[di:'emfəsaiz],不再重视，不再强调 to reduce in relative importance : play down
S62,Q6,implement,[ˈɪmplɪmɛnt],实施; 执行 to begin to do or use
S62,Q6,doom,[dʊm],1. 厄运 very bad events or situations that cannot be avoided
,,,,"2. 注定 to make someone or something certain to fail, suffer, die, etc."
S62,Q6,bypass,[ˈbaɪpæs],1. 忽视 to neglect or ignore usually intentionally
,,,,2. 绕开，回避 circumvent
S62,Q7,estranged,[ɪˈstrendʒd],疏远的；不和的 to cause someone to be no longer friendly or close to another person or
,,,,group
S62,Q7,arbitrary,[ˈɑrbətrɛri],任意的；武断的 not planned or chosen for a particular reason : not based on reason or
,,,,evidence
S62,Q7,congruent,[ˈkɑŋɡruənt],适合的，一致的 matching or in agreement with something
S62,Q8,placebo,[pləˈsibo],安慰剂 something tending to soothe
S62,Q8,inert,[ɪˈnɜːrt],1. 迟缓的 very slow to move or act : sluggish
,,,,2. 不能动的 unable to move
S62,Q8,capricious,[kəˈprɪʃəs],"反复无常的; 易变的 changing often and quickly : impulsive, unpredicatable"
S62,Q8,illusory,[ɪˈlusəri],虚幻的，虚假的 based on something that is not true or real : deceptive
S62,Q8,chimerical,[kaɪˈmerɪkəl],荒诞的; 虚幻的 wildly fanciful; imaginary
S62,Q8,ephemeral,[əˈfɛmərəl],短暂的 lasting a very short time
S62,Q9,banality,[bəˈnæləti],平凡，陈腐 something banal : commonplace
S62,Q9,paucity,[ˈpɔːsəti],缺乏，少量 a small number of something
S62,Q9,triteness,['traitnis],陈腐；平凡 hackneyed or boring from much use : not fresh or original
S62,Q9,dearth,[dɜːrθ],"缺乏，不足 If there is a dearth of something, there is not enough of it."
S62,Q10,exile,[ˈɛksaɪl],放逐，流放 to banish or expel from one's own country or home
S62,Q10,infuriate,[ɪnˈfjʊrɪet],激怒 to make someone very angry or annoyed
S62,Q10,enigmatic,[ˌenɪɡˈmætɪk],神秘难解的 full of mystery and difficult to understand
S63,Q1,fickle,[ˈfɪkl],善变的 changing  often
S63,Q1,stalwart,[ˈstɔlwɚt],1. 坚定的 very loyal and dedicated
,,,,2. 强壮的 physically strong
S63,Q1,solicitous,[səˈlɪsɪtəs],"1. 挂念的，关心的 showing concern or care for someone's health, happiness, etc."
,,,,2. 细心的 meticulously careful
S63,Q1,pretentious,[prɪˈtɛnʃəs],自命不凡的 having or showing the unpleasant quality of people who want to be regarded as
,,,,"more impressive, successful, or important than they really are"
S63,Q1,whimsical,[ˈwɪmzɪkl],异想天开的 unusual in a playful or amusing way : not serious
S63,Q2,exhilarate,[ɪɡˈzɪləreɪt],使高兴，使振奋 to cause someone to feel very happy and excited
S63,Q3,endorse,[ɪnˈdɔrs],公开支持; 赞同 to publicly or officially say that you support or approve of someone or
,,,,something
S63,Q3,recapitulate,[ˌriːkəˈpɪtʃuleɪt],概括 to give a brief summary of something
S63,Q3,venal,[ˈvinl],唯利是图的 willing to do dishonest things in return for money : mercenary
S63,Q4,euphemism,[ˈjuːfəmɪzəm],委婉语 a mild or pleasant word or phrase that is used instead of one that is unpleasant or
,,,,offensive
S63,Q4,cliché,['kli:ʃei],陈词滥调 a trite phrase or expression
S63,Q4,metaphor,[ˈmɛtəfɚ],隐喻 a word or phrase for one thing that is used to refer to another thing in order to show or
,,,,suggest that they are similar
S63,Q4,elusive,[ɪˈlusɪv],1. 难以捕捉的 hard to find or capture
,,,,"2. 难以理解的 hard to understand, define, or remember"
S63,Q4,trope,[troʊp],比喻 a word or expression used in a figurative sense
S63,Q5,trigger,[ˈtrɪɡɚ],引起 to cause something to start or happen
S63,Q5,offset,[ˌɔfˈsɛt],1. 补偿 to serve as a counterbalance for : compensate
,,,,2. 抵消 to cancel or reduce the effect of something : balance
S63,Q5,integrate,[ˈɪntɪɡret],"使融入; 结合在一起 to form, coordinate, or blend into a functioning or unified whole : unite"
S63,Q5,anticipate,[ænˈtɪsəˈpet],1. 预期 to think of something that will or might happen in the future
,,,,2. 预先阻止 to foresee and deal with in advance : forestall
S63,Q6,anomaly,[əˈnɑməli],反常的事物 something that is unusual or unexpected
S63,Q6,cinch,[sɪntʃ],容易做的事 something that is very easy to do
S63,Q6,conjecture,[kənˈdʒɛktʃɚ],(无根据的)推测 an opinion or idea formed without proof or sufficient evidence
S63,Q6,multifaceted,[ˌmʌltiˈfæsɪtɪd],多层面的 having many different parts : having many facets
S63,Q6,obliterate,[əˈblɪtəreɪt],摧毁 to destroy something completely so that nothing is left
S63,Q7,emendation,[ˌiːmenˈdeɪʃn],校正；修订 an alteration designed to correct or improve
S63,Q7,revision,[rɪˈvɪʒən],修改; 修正 a change or a set of changes that corrects or improves something
S63,Q7,substantiation,[səbˌstænʃiˈeɪʃn],证实 to prove the truth of something
S63,Q8,protean,[ˈproʊtiən],1. 多变的; 变化多端的 able to change into many different forms or able to do many different
,,,,things
,,,,2. 多用途的 displaying great diversity or variety : versatile
S63,Q8,versatile,[ˈvɝsətl],1. 多才多艺的 able to do many different things
,,,,2. 用途广泛的 having many different uses
S63,Q8,pedestrian,[pəˈdɛstrɪən],"无聊乏味的，没有想象力的 not interesting or unusual : commonplace, unimaginative"
S63,Q8,prominent,[ˈprɑmɪnənt],1. 重要的; 著名的 important and well-known
,,,,2. 显眼的 easily noticed or seen : conspicuous
S63,Q8,illustrious,[ɪˈlʌstrɪəs],著名的 notably or brilliantly outstanding because of dignity or achievements or actions :
,,,,eminent
S63,Q9,dearth,[dɜːrθ],"缺乏，不足 If there is a dearth of something, there is not enough of it."
S63,Q9,glut,[ɡlʌt],"1. 供过于求 supply with an excess of : flood, oversupply"
,,,,2. 使…充满 overeat or eat immodestly; make a pig of oneself: ingurgitate
S63,Q9,surfeit,[ˈsɜːrfɪt],过多的，多余的 an overabundant supply : excess
S63,Q9,profusion,[prəˈfjuʒn],大量，丰富 a large amount of something
S63,Q10,prototype,[ˈprotəˈtaɪp],原型 an original model on which something is patterned : archetype
S63,Q10,pretense,[ˈpriːtens],借口 a false reason or explanation that is used to hide the real purpose of something
S63,Q10,paradigm,[ˈpærəˈdaɪm],"范例 example, pattern; especially : an outstandingly clear or typical example or archetype"
S64,Q1,apocalyptic,[əˌpɑːkəˈlɪptɪk],"1.(世界)末日的 relating to the total destruction of something, especially of the world ."
,,,,2.预示大灾难的，预示世界末日的 Apocalyptic means relating to or involving predictions
,,,,about future disasters and the destruction of the world
S64,Q1,complacent,[kəmˈplesnt],自满的 satisfied with how things are and not wanting to change them : self-satisfied
S64,Q1,ambiguous,[æmˈbɪɡjuəs],模棱两可的 not expressed or understood clearly
S64,Q1,overblown,[ˌəʊvəˈbləʊn],"膨胀的 inflated, pretentious"
S64,Q2,irrelevant,[ɪˈrɛləvənt],不重要的 not important or relating to what is being discussed right now
S64,Q2,exemplar,[ɪɡˈzemplɑːr],模范 one that serves as a model or example as an ideal model
S64,Q2,glorification,[ˌɡlɔːrɪfɪˈkeɪʃn],赞颂 honor or praise
S64,Q2,antithesis,[ænˈtɪθəsɪs],对立面 the exact opposite of something or someone
S64,Q3,outskirt,[ˈaʊtˌskɝt ],郊区 a part remote from the center
S64,Q3,hortatory,[ˈhɔːtəˌtoʊriː],"劝告的; 勉励性的 hortative, exhortatory"
S64,Q3,inopportune,[ɪnˌɑpɚˈtun],不合时宜的 not suitable or right for a particular situation
S64,Q4,ostensibly,[ɒˈstensəbli],表面上 in an ostensible manner
S64,Q4,authentic,[ɔˈθɛntɪk],真正的，真实的 real or genuine
S64,Q4,lurid,[ˈlʊrɪd],耸人听闻的 causing shock or disgust
S64,Q4,grip,[ɡrɪp],抓住 to grab or hold something tightly
S64,Q5,pledge,[plɛdʒ],保证，承诺 a serious promise or agreement
S64,Q5,paralyze,[ˈpærəˌlaɪz],"使不能发挥作用 to make someone or something unable to function, act, or move"
S64,Q5,indolence,[ˈɪndələns],懒惰 inclination to laziness : sloth
S64,Q6,legacy,[ˈlɛgəsi],遗赠，遗产 something (such as property or money) that is received from someone who has
,,,,died
S64,Q6,largesse,[lɑːrˈdʒes],慷慨的赠与 the act of giving away money or the quality of a person who gives away money
S64,Q6,laudable,[ˈlɔːdəbl],值得赞赏的 deserving praise
S64,Q6,endowment,[ɪnˈdaʊmənt],"捐赠；捐助 the act of providing money to create or support a school, organization, etc."
S64,Q7,noteworthy,[ˈnoʊtwɜːrði],值得注意的；显著的 important or interesting enough to be noticed : deserving attention
S64,Q7,humility,[hjuˈmɪləti],谦卑，谦逊 the quality of being humble
S64,Q7,eloquence,[ˈɛləkwəns],口才；雄辩 the ability to speak or write well and in an effective way
S64,Q8,wane,[wen],"减弱; 减少 to drease in size, extent, or degree : dwindle"
S64,Q8,ebb,[ɛb],衰退 to get worse
S64,Q8,vindication,[ˌvɪndɪˈkeɪʃn],辩护；证明无罪 an act of vindicating : defense
S64,Q9,galvanize,[ˈɡælvənaɪz],"刺激 to cause people to become so excited or concerned about an issue, idea, etc., that"
,,,,they want to do something about it
S64,Q9,subvert,[səbˈvɜːrt],"1. 颠覆 to secretly try to ruin or destroy a government, political system, etc."
,,,,2. 削弱 to make something weaker or less effective
S64,Q9,quiescent,[kwiˈesnt],静止的；不活动的 not active
S64,Q9,interminable,[ɪnˈtɜːrmɪnəbl],冗长的；无止尽的 having or seeming to have no end
S64,Q9,bootless,[ˈbuːtlɪs],"无益的，徒劳的 useless, unprofitable，futile"
S64,Q9,abeyant,[ə'beənt],中止的，未定的 temporary inactivity : suspension
S64,Q9,feckless,[ˈfekləs],"软弱的; 无用的  If you describe someone as feckless, you mean that they lack determination"
,,,,"or strength, and are unable to do anything properly. ： weak； ineffective"
S64,Q10,beatify,[biˈætɪfaɪ],(为逝者)行宣福礼 to give a dead person a title of honor for being very good and holy
S64,Q10,pledge,[plɛdʒ],保证，承诺 a serious promise or agreement
S64,Q10,deify,[ˈdeɪɪfaɪ],"把…神化,崇拜 to treat someone or something like a god or goddess"
S64,Q10,venerate,[ˈvɛnəret],尊敬 to feel or show deep respect for
S65,Q1,ubiquitous,[juːˈbɪkwɪtəs],无处不在的 seeming to be seen everywhere
S65,Q1,plastic,[ˈplæstɪk],1. 不真诚的，不自然的 not real or sincere
,,,,2. 能适应的；易变化的  capable of adapting to varying conditions : pliable
S65,Q2,perceptible,[pərˈseptəbl],可感知的 able to be seen or noticed
S65,Q3,vulgarity,[vʌlˈɡærəti],"粗俗 the quality or state of not having good taste, manners, politeness, etc."
S65,Q3,superficially,[ˈsʊpɚˈfɪʃəli],"1. (人) 肤浅的 If you describe someone as superficial, you disapprove of them because they"
,,,,"do not think deeply, and have little understanding of anything serious or important."
,,,,2. 表面上的  concerned only with what is obvious or apparent : not thorough or complete
S65,Q3,flagrant,[ˈfleɡrənt],明目张胆的，恶名昭著的 very bad : too bad to be ignored
S65,Q3,crassness,['kræsnis],愚钝 having or showing no understanding of what is proper or acceptable : rude and
,,,,insensitive
S65,Q4,renounce,[rɪˈnaʊns],宣布放弃 (信仰、行为方式) to formally give up something
S65,Q4,merge,[mɝdʒ],"合并 to cause to combine, unite, or coalesce"
S65,Q4,compartmentalize,[kəmˌpɑːrtˈmentəlaɪz],划分，区分 to separate something into sections or categories
S65,Q5,scaremonger,[ˈskermʌŋɡər],危言耸听者 one inclined to raise or excite alarms especially needlessly
S65,Q6,vindicate,[ˈvɪndɪkeɪt],1. 证明…无罪/无辜 to prove that sb who was blamed for sth is in fact not guilty
,,,,2. 证实，证明  to prove that sb or sth is right or true ： justify
S65,Q6,invalidate,[ɪnˈvælɪdeɪt],使无效 to weaken or destroy the effect of something
S65,Q6,vitiate,[ˈvɪʃieɪt],损害，弄坏 to make something less effective : to ruin or spoil
S65,Q6,bolster,[ˈbolstɚ],增强，支持 to make something stronger or better : to give support to something
S65,Q7,mar,[mɑr],破坏 to spoil or damage it : spoil
S65,Q7,irresolution,"['i,rezə'lju:ʃən]",优柔寡断；犹豫不决 not certain about what to do : not resolute
